Timestamp,Player IGN,CM Group,Kitasan Black LB in Account (Non-borrow),Super Creek LB in Account (Non-borrow),Select a round to fill data,R1D1 - Uma 1,R1D1 - Uma 1 Role,R1D1 - Uma 1 Running Style,R1D1 - Uma 2,R1D1 - Uma 2 Role,R1D1 - Uma 2 Running Style,R1D1 - Uma 3,R1D1 - Uma 3 Role,R1D1 - Uma 3 Running Style,R1D1 - No. of wins,R1D1 - No. of races played,R1D2 - Uma 1,R1D2 - Uma 1 Role,R1D2 - Uma 1 Running Style,R1D2 - Uma 2,R1D2 - Uma 2 Role,R1D2 - Uma 2 Running Style,R1D2 - Uma 3,R1D2 - Uma 3 Role,R1D2 - Uma 3 Running Style,R1D2 - No. of wins,R1D2 - No. of races played,Round 2 Group,R2D1 - Uma 1,R2D1 - Uma 1 Role,R2D1 - Uma 1 Running Style,R2D1 - Uma 2,R2D1 - Uma 2 Role,R2D1 - Uma 2 Running Style,R2D1 - Uma 3,R2D1 - Uma 3 Role,R2D1 - Uma 3 Running Style,R2D1 - No. of wins,R2D1 - No. of races played,R2D2 - Uma 1,R2D2 - Uma 1 Role,R2D2 - Uma 1 Running Style,R2D2 - Uma 2,R2D2 - Uma 2 Role,R2D2 - Uma 2 Running Style,R2D2 - Uma 3,R2D2 - Uma 3 Role,R2D2 - Uma 3 Running Style,R2D2 - No. of wins,R2D2 - No. of races played,Finals Group,FINALS - Uma 1,FINALS - Uma 1 Role,FINALS - Uma 1 Running Style,FINALS - Uma 2,FINALS - Uma 2 Role,FINALS - Uma 2 Running Style,FINALS - Uma 3,FINALS - Uma 3 Role,FINALS - Uma 3 Running Style,FINALS RESULTS,How much have you spent on the game so far? (EUR/USD),R1D1 - Uma 1 Role (Norm),R1D1 - Uma 2 Role (Norm),R1D1 - Uma 3 Role (Norm),R1D2 - Uma 1 Role (Norm),R1D2 - Uma 2 Role (Norm),R1D2 - Uma 3 Role (Norm),R2D1 - Uma 1 Role (Norm),R2D1 - Uma 2 Role (Norm),R2D1 - Uma 3 Role (Norm),R2D2 - Uma 1 Role (Norm),R2D2 - Uma 2 Role (Norm),R2D2 - Uma 3 Role (Norm),FINALS - Uma 1 Role (Norm),FINALS - Uma 2 Role (Norm),FINALS - Uma 3 Role (Norm),R1D1 - Uma 1 Running Style (Norm),R1D1 - Uma 2 Running Style (Norm),R1D1 - Uma 3 Running Style (Norm),R1D2 - Uma 1 Running Style (Norm),R1D2 - Uma 2 Running Style (Norm),R1D2 - Uma 3 Running Style (Norm),R2D1 - Uma 1 Running Style (Norm),R2D1 - Uma 2 Running Style (Norm),R2D1 - Uma 3 Running Style (Norm),R2D2 - Uma 1 Running Style (Norm),R2D2 - Uma 2 Running Style (Norm),R2D2 - Uma 3 Running Style (Norm),FINALS - Uma 1 Running Style (Norm),FINALS - Uma 2 Running Style (Norm),FINALS - Uma 3 Running Style (Norm)
2025-11-07 06:42:03.313,Reinacchi,Graded (No Limit),MLB,1LB,End Survey,Gold Ship,"Ace (Winner, Tanks, Recycled Aces)",End Closer,Oguri Cap,"Ace (Winner, Tanks, Recycled Aces)",Pace Chaser,Grass Wonder,Debuffer,Late Surger,16.0,20.0,Oguri Cap,"Ace (Winner, Tanks, Recycled Aces)",Pace Chaser,Gold Ship,"Ace (Winner, Tanks, Recycled Aces)",End Closer,Grass Wonder,Debuffer,Late Surger,16.0,20.0,A,Oguri Cap,"Ace (Winner, Tanks, Recycled Aces)",Pace Chaser,Gold Ship,"Ace (Winner, Tanks, Recycled Aces)",End Closer,Grass Wonder,Debuffer,Late Surger,12.0,20.0,Oguri Cap,"Ace (Winner, Tanks, Recycled Aces)",Pace Chaser,Gold Ship,"Ace (Winner, Tanks, Recycled Aces)",End Closer,Grass Wonder,Debuffer,Late Surger,15.0,20.0,,,,,,,,,,,NAN,F2P,Ace,Ace,Debuffer,Ace,Ace,Debuffer,Ace,Ace,Debuffer,Ace,Ace,Debuffer,,,,End Closer,Pace Chaser,Late Surger,Pace Chaser,End Closer,Late Surger,Pace Chaser,End Closer,Late Surger,Pace Chaser,End Closer,Late Surger,,,
2025-11-09 06:33:42.085,BiggusDikus,Graded (No Limit),2LB,,End Survey,Gold Ship,"Ace (Winner, Tanks, Recycled Aces)",End Closer,Oguri Cap,"Ace (Winner, Tanks, Recycled Aces)",Pace Chaser,Nice Nature,Debuffer,Late Surger,18.0,20.0,Gold Ship,"Ace (Winner, Tanks, Recycled Aces)",End Closer,Oguri Cap,"Ace (Winner, Tanks, Recycled Aces)",Pace Chaser,Nice Nature,Debuffer,Late Surger,15.0,20.0,A,Gold Ship,"Ace (Winner, Tanks, Recycled Aces)",End Closer,Oguri Cap,"Ace (Winner, Tanks, Recycled Aces)",Pace Chaser,Grass Wonder,Debuffer,End Closer,13.0,20.0,Gold Ship,"Ace (Winner, Tanks, Recycled Aces)",End Closer,Oguri Cap,"Ace (Winner, Tanks, Recycled Aces)",Pace Chaser,Nice Nature,Debuffer,Late Surger,10.0,20.0,A,Gold Ship,"Ace (Winner, Tanks, Recycled Aces)",End Closer,Oguri Cap,"Ace (Winner, Tanks, Recycled Aces)",Pace Chaser,Grass Wonder,Debuffer,End Closer,1ST,$101-$500,Ace,Ace,Debuffer,Ace,Ace,Debuffer,Ace,Ace,Debuffer,Ace,Ace,Debuffer,Ace,Ace,Debuffer,End Closer,Pace Chaser,Late Surger,End Closer,Pace Chaser,Late Surger,End Closer,Pace Chaser,End Closer,End Closer,Pace Chaser,Late Surger,End Closer,Pace Chaser,End Closer
2025-11-09 11:19:00.445,Aaron,Graded (No Limit),3LB,1LB,End Survey,Maruzensky (Summer),"Ace (Winner, Tanks, Recycled Aces)",Front Runner,Seiun Sky,"Ace (Winner, Tanks, Recycled Aces)",Front Runner,Grass Wonder,Debuffer,End Closer,18.0,20.0,Maruzensky (Summer),"Ace (Winner, Tanks, Recycled Aces)",Front Runner,Seiun Sky,"Ace (Winner, Tanks, Recycled Aces)",Front Runner,Grass Wonder,Debuffer,End Closer,15.0,20.0,A,Maruzensky (Summer),"Ace (Winner, Tanks, Recycled Aces)",Front Runner,Seiun Sky,"Ace (Winner, Tanks, Recycled Aces)",Front Runner,Grass Wonder,Debuffer,End Closer,15.0,20.0,Maruzensky (Summer),"Ace (Winner, Tanks, Recycled Aces)",Front Runner,Seiun Sky,"Ace (Winner, Tanks, Recycled Aces)",Front Runner,Grass Wonder,Debuffer,End Closer,16.0,20.0,A,Maruzensky (Summer),"Ace (Winner, Tanks, Recycled Aces)",Front Runner,Seiun Sky,"Ace (Winner, Tanks, Recycled Aces)",Front Runner,Grass Wonder,Debuffer,End Closer,1ST,$101-$500,Ace,Ace,Debuffer,Ace,Ace,Debuffer,Ace,Ace,Debuffer,Ace,Ace,Debuffer,Ace,Ace,Debuffer,Front Runner,Front Runner,End Closer,Front Runner,Front Runner,End Closer,Front Runner,Front Runner,End Closer,Front Runner,Front Runner,End Closer,Front Runner,Front Runner,End Closer
2025-11-09 12:24:22.229,Idolmaker,Graded (No Limit),1LB,3LB,End Survey,Gold Ship,"Ace (Winner, Tanks, Recycled Aces)",End Closer,Symboli Rudolf,"Ace (Winner, Tanks, Recycled Aces)",Late Surger,Nice Nature,Debuffer,Late Surger,7.0,15.0,Gold Ship,"Ace (Winner, Tanks, Recycled Aces)",End Closer,Symboli Rudolf,"Ace (Winner, Tanks, Recycled Aces)",Late Surger,Nice Nature,Debuffer,Late Surger,7.0,15.0,A,Gold Ship,"Ace (Winner, Tanks, Recycled Aces)",End Closer,Symboli Rudolf,"Ace (Winner, Tanks, Recycled Aces)",Late Surger,Nice Nature,Debuffer,Late Surger,6.0,15.0,,,,,,,,,,,,A,Gold Ship,"Ace (Winner, Tanks, Recycled Aces)",End Closer,Symboli Rudolf,"Ace (Winner, Tanks, Recycled Aces)",Late Surger,Nice Nature,Debuffer,Late Surger,2ND,$1-$100,Ace,Ace,Debuffer,Ace,Ace,Debuffer,Ace,Ace,Debuffer,,,,Ace,Ace,Debuffer,End Closer,Late Surger,Late Surger,End Closer,Late Surger,Late Surger,End Closer,Late Surger,Late Surger,,,,End Closer,Late Surger,Late Surger
2025-11-09 19:55:54.578,Odd,Graded (No Limit),MLB,0LB,End Survey,Gold Ship,"Ace (Winner, Tanks, Recycled Aces)",End Closer,Maruzensky (Summer),"Ace (Winner, Tanks, Recycled Aces)",Front Runner,Nice Nature,Debuffer,Late Surger,16.0,20.0,,,,,,,,,,,,A,Gold Ship,"Ace (Winner, Tanks, Recycled Aces)",End Closer,Maruzensky (Summer),"Ace (Winner, Tanks, Recycled Aces)",Front Runner,Grass Wonder,Debuffer,Late Surger,12.0,20.0,Gold Ship,"Ace (Winner, Tanks, Recycled Aces)",End Closer,Maruzensky (Summer),"Ace (Winner, Tanks, Recycled Aces)",Front Runner,Grass Wonder,Debuffer,Late Surger,14.0,20.0,A,Gold Ship,"Ace (Winner, Tanks, Recycled Aces)",End Closer,Grass Wonder,Debuffer,Late Surger,Maruzensky (Summer),"Ace (Winner, Tanks, Recycled Aces)",Front Runner,1ST,F2P,Ace,Ace,Debuffer,,,,Ace,Ace,Debuffer,Ace,Ace,Debuffer,Ace,Debuffer,Ace,End Closer,Front Runner,Late Surger,,,,End Closer,Front Runner,Late Surger,End Closer,Front Runner,Late Surger,End Closer,Late Surger,Front Runner
2025-11-09 06:43:42.793,Neo-kun,Graded (No Limit),0LB,0LB,End Survey,Oguri Cap,"Ace (Winner, Tanks, Recycled Aces)",Pace Chaser,Nice Nature,Debuffer,Late Surger,Agnes Tachyon,Debuffer,Late Surger,11.0,20.0,Oguri Cap,"Ace (Winner, Tanks, Recycled Aces)",Pace Chaser,Agnes Tachyon,Debuffer,Late Surger,Nice Nature,Debuffer,Late Surger,6.0,20.0,A,Agnes Tachyon,Debuffer,Late Surger,Nice Nature,Debuffer,Late Surger,Oguri Cap,"Ace (Winner, Tanks, Recycled Aces)",Pace Chaser,5.0,20.0,,,,,,,,,,,,A,Seiun Sky,Aoharu Made Ace,Front Runner,Oguri Cap,"Ace (Winner, Tanks, Recycled Aces)",Pace Chaser,Nice Nature,Debuffer,Late Surger,1ST,F2P,Ace,Debuffer,Debuffer,Ace,Debuffer,Debuffer,Debuffer,Debuffer,Ace,,,,Ace,Ace,Debuffer,Pace Chaser,Late Surger,Late Surger,Pace Chaser,Late Surger,Late Surger,Late Surger,Late Surger,Pace Chaser,,,,Front Runner,Pace Chaser,Late Surger
2025-11-09 06:17:11.635,raven!,Graded (No Limit),MLB,,End Survey,Narita Brian,"Ace (Winner, Tanks, Recycled Aces)",Pace Chaser,Nice Nature,Debuffer,Late Surger,Grass Wonder,Debuffer,End Closer,10.0,20.0,Narita Brian,"Ace (Winner, Tanks, Recycled Aces)",Pace Chaser,Agnes Tachyon,Debuffer,End Closer,Grass Wonder,Debuffer,End Closer,14.0,20.0,A,Narita Brian,"Ace (Winner, Tanks, Recycled Aces)",Pace Chaser,Agnes Tachyon,Debuffer,End Closer,Grass Wonder,Debuffer,End Closer,12.0,20.0,Narita Brian,"Ace (Winner, Tanks, Recycled Aces)",Pace Chaser,Agnes Tachyon,Debuffer,End Closer,Grass Wonder,Debuffer,End Closer,14.0,20.0,A,Narita Brian,"Ace (Winner, Tanks, Recycled Aces)",Pace Chaser,Agnes Tachyon,Debuffer,End Closer,Grass Wonder,Debuffer,End Closer,2ND,$1-$100,Ace,Debuffer,Debuffer,Ace,Debuffer,Debuffer,Ace,Debuffer,Debuffer,Ace,Debuffer,Debuffer,Ace,Debuffer,Debuffer,Pace Chaser,Late Surger,End Closer,Pace Chaser,End Closer,End Closer,Pace Chaser,End Closer,End Closer,Pace Chaser,End Closer,End Closer,Pace Chaser,End Closer,End Closer
2025-11-09 13:42:43.808,Dolphtato,Graded (No Limit),MLB,2LB,End Survey,Oguri Cap,"Ace (Winner, Tanks, Recycled Aces)",Pace Chaser,Special Week (Summer),"Ace (Winner, Tanks, Recycled Aces)",End Closer,Grass Wonder,Debuffer,End Closer,15.0,20.0,Grass Wonder,Debuffer,End Closer,Oguri Cap,"Ace (Winner, Tanks, Recycled Aces)",Pace Chaser,Special Week (Summer),"Ace (Winner, Tanks, Recycled Aces)",End Closer,12.0,20.0,A,Grass Wonder,Debuffer,End Closer,Oguri Cap,"Ace (Winner, Tanks, Recycled Aces)",Pace Chaser,Special Week (Summer),"Ace (Winner, Tanks, Recycled Aces)",End Closer,10.0,20.0,Oguri Cap,"Ace (Winner, Tanks, Recycled Aces)",Pace Chaser,Grass Wonder,Debuffer,End Closer,Special Week,"Ace (Winner, Tanks, Recycled Aces)",End Closer,11.0,20.0,A,Grass Wonder,Debuffer,End Closer,Oguri Cap,"Ace (Winner, Tanks, Recycled Aces)",Pace Chaser,Special Week (Summer),"Ace (Winner, Tanks, Recycled Aces)",End Closer,3RD,$501-$1000,Ace,Ace,Debuffer,Debuffer,Ace,Ace,Debuffer,Ace,Ace,Ace,Debuffer,Ace,Debuffer,Ace,Ace,Pace Chaser,End Closer,End Closer,End Closer,Pace Chaser,End Closer,End Closer,Pace Chaser,End Closer,Pace Chaser,End Closer,End Closer,End Closer,Pace Chaser,End Closer
2025-11-09 23:32:22.840,Flawliss,Graded (No Limit),0LB,2LB,End Survey,Biwa Hayahide,"Ace (Winner, Tanks, Recycled Aces)",Pace Chaser,Gold Ship,"Ace (Winner, Tanks, Recycled Aces)",End Closer,Symboli Rudolf,"Ace (Winner, Tanks, Recycled Aces)",End Closer,14.0,20.0,Biwa Hayahide,"Ace (Winner, Tanks, Recycled Aces)",Pace Chaser,Symboli Rudolf,"Ace (Winner, Tanks, Recycled Aces)",End Closer,Gold Ship,"Ace (Winner, Tanks, Recycled Aces)",End Closer,9.0,15.0,A,Biwa Hayahide,"Ace (Winner, Tanks, Recycled Aces)",Pace Chaser,Symboli Rudolf,"Ace (Winner, Tanks, Recycled Aces)",End Closer,Gold Ship,"Ace (Winner, Tanks, Recycled Aces)",End Closer,8.0,15.0,Biwa Hayahide,"Ace (Winner, Tanks, Recycled Aces)",Pace Chaser,Symboli Rudolf,"Ace (Winner, Tanks, Recycled Aces)",End Closer,Gold Ship,"Ace (Winner, Tanks, Recycled Aces)",End Closer,6.0,15.0,A,Biwa Hayahide,"Ace (Winner, Tanks, Recycled Aces)",Pace Chaser,Symboli Rudolf,"Ace (Winner, Tanks, Recycled Aces)",End Closer,Gold Ship,"Ace (Winner, Tanks, Recycled Aces)",End Closer,3RD,$101-$500,Ace,Ace,Ace,Ace,Ace,Ace,Ace,Ace,Ace,Ace,Ace,Ace,Ace,Ace,Ace,Pace Chaser,End Closer,End Closer,Pace Chaser,End Closer,End Closer,Pace Chaser,End Closer,End Closer,Pace Chaser,End Closer,End Closer,Pace Chaser,End Closer,End Closer
2025-11-06 08:51:21.284,Crimzln,Graded (No Limit),3LB,1LB,End Survey,Maruzensky (Summer),"Ace (Winner, Tanks, Recycled Aces)",Front Runner,Grass Wonder,Hybrid,Late Surger,Nice Nature,Debuffer,Late Surger,12.0,20.0,Maruzensky (Summer),"Ace (Winner, Tanks, Recycled Aces)",Front Runner,Grass Wonder,Hybrid,Late Surger,Nice Nature,Debuffer,Late Surger,10.0,20.0,A,Maruzensky (Summer),"Ace (Winner, Tanks, Recycled Aces)",Front Runner,Grass Wonder,Hybrid,Late Surger,Nice Nature,Debuffer,Late Surger,6.0,20.0,,,,,,,,,,,,,,,,,,,,,,NAN,$1-$100,Ace,Debuffer,Debuffer,Ace,Debuffer,Debuffer,Ace,Debuffer,Debuffer,,,,,,,Front Runner,Late Surger,Late Surger,Front Runner,Late Surger,Late Surger,Front Runner,Late Surger,Late Surger,,,,,,
2025-11-09 10:12:06.989,NEXGENEEZY,Graded (No Limit),3LB,MLB,End Survey,Narita Brian,"Ace (Winner, Tanks, Recycled Aces)",Late Surger,Mihono Bourbon,"Ace (Winner, Tanks, Recycled Aces)",Front Runner,Nice Nature,Hybrid,Late Surger,19.0,20.0,Narita Brian,"Ace (Winner, Tanks, Recycled Aces)",Late Surger,Mihono Bourbon,"Ace (Winner, Tanks, Recycled Aces)",Front Runner,Nice Nature,Hybrid,Late Surger,18.0,20.0,A,Narita Brian,"Ace (Winner, Tanks, Recycled Aces)",Late Surger,Mihono Bourbon,"Ace (Winner, Tanks, Recycled Aces)",Front Runner,Nice Nature,Hybrid,Late Surger,14.0,20.0,Narita Brian,"Ace (Winner, Tanks, Recycled Aces)",Late Surger,Mihono Bourbon,"Ace (Winner, Tanks, Recycled Aces)",Front Runner,Nice Nature,Hybrid,Late Surger,17.0,20.0,A,Narita Brian,"Ace (Winner, Tanks, Recycled Aces)",Late Surger,Mihono Bourbon,"Ace (Winner, Tanks, Recycled Aces)",Front Runner,Nice Nature,Hybrid,Late Surger,1ST,$1000++,Ace,Ace,Debuffer,Ace,Ace,Debuffer,Ace,Ace,Debuffer,Ace,Ace,Debuffer,Ace,Ace,Debuffer,Late Surger,Front Runner,Late Surger,Late Surger,Front Runner,Late Surger,Late Surger,Front Runner,Late Surger,Late Surger,Front Runner,Late Surger,Late Surger,Front Runner,Late Surger
2025-11-09 07:09:22.672,sky2high,Graded (No Limit),MLB,0LB,End Survey,Gold Ship,"Ace (Winner, Tanks, Recycled Aces)",End Closer,Oguri Cap,"Ace (Winner, Tanks, Recycled Aces)",Pace Chaser,Nice Nature,Debuffer,Late Surger,20.0,20.0,Gold Ship,"Ace (Winner, Tanks, Recycled Aces)",End Closer,Oguri Cap,"Ace (Winner, Tanks, Recycled Aces)",Pace Chaser,Nice Nature,Debuffer,Late Surger,16.0,20.0,A,Gold Ship,"Ace (Winner, Tanks, Recycled Aces)",End Closer,Oguri Cap,"Ace (Winner, Tanks, Recycled Aces)",Pace Chaser,Nice Nature,Debuffer,Late Surger,14.0,20.0,Gold Ship,"Ace (Winner, Tanks, Recycled Aces)",End Closer,Oguri Cap,"Ace (Winner, Tanks, Recycled Aces)",Pace Chaser,Nice Nature,Debuffer,Late Surger,12.0,20.0,A,Gold Ship,"Ace (Winner, Tanks, Recycled Aces)",End Closer,Oguri Cap,Aoharu Made Ace,Pace Chaser,Nice Nature,Debuffer,Late Surger,2ND,$501-$1000,Ace,Ace,Debuffer,Ace,Ace,Debuffer,Ace,Ace,Debuffer,Ace,Ace,Debuffer,Ace,Ace,Debuffer,End Closer,Pace Chaser,Late Surger,End Closer,Pace Chaser,Late Surger,End Closer,Pace Chaser,Late Surger,End Closer,Pace Chaser,Late Surger,End Closer,Pace Chaser,Late Surger
2025-11-09 08:30:48.303,juyr,Graded (No Limit),MLB,3LB,End Survey,King Halo,"Ace (Winner, Tanks, Recycled Aces)",Late Surger,Agnes Tachyon,Debuffer,End Closer,Grass Wonder,Debuffer,End Closer,14.0,20.0,King Halo,"Ace (Winner, Tanks, Recycled Aces)",Late Surger,Agnes Tachyon,Debuffer,End Closer,Grass Wonder,Debuffer,End Closer,16.0,20.0,A,Maruzensky (Summer),"Ace (Winner, Tanks, Recycled Aces)",Front Runner,Mejiro McQueen,"Ace (Winner, Tanks, Recycled Aces)",Front Runner,Grass Wonder,Debuffer,End Closer,10.0,10.0,Maruzensky (Summer),"Ace (Winner, Tanks, Recycled Aces)",Front Runner,Mejiro McQueen,"Ace (Winner, Tanks, Recycled Aces)",Front Runner,Grass Wonder,Debuffer,End Closer,17.0,20.0,A,Maruzensky (Summer),Aoharu Made Ace,Front Runner,Silence Suzuka,Aoharu Made Ace,Front Runner,Grass Wonder,Debuffer,End Closer,1ST,$101-$500,Ace,Debuffer,Debuffer,Ace,Debuffer,Debuffer,Ace,Ace,Debuffer,Ace,Ace,Debuffer,Ace,Ace,Debuffer,Late Surger,End Closer,End Closer,Late Surger,End Closer,End Closer,Front Runner,Front Runner,End Closer,Front Runner,Front Runner,End Closer,Front Runner,Front Runner,End Closer
2025-11-04 07:45:01.227,Jmac,Graded (No Limit),,,End Survey,Maruzensky (Summer),"Ace (Winner, Tanks, Recycled Aces)",Front Runner,Special Week (Summer),"Ace (Winner, Tanks, Recycled Aces)",Late Surger,Nice Nature,Debuffer,Late Surger,15.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NAN,F2P,Ace,Ace,Debuffer,,,,,,,,,,,,,Front Runner,Late Surger,Late Surger,,,,,,,,,,,,
2025-11-09 07:15:04.636,Bunsen,Graded (No Limit),MLB,MLB,End Survey,Mejiro Ryan,"Ace (Winner, Tanks, Recycled Aces)",Late Surger,Gold Ship,"Ace (Winner, Tanks, Recycled Aces)",End Closer,Nice Nature,Debuffer,Late Surger,16.0,20.0,Gold Ship,"Ace (Winner, Tanks, Recycled Aces)",End Closer,Mejiro Ryan,"Ace (Winner, Tanks, Recycled Aces)",Late Surger,Agnes Tachyon,Debuffer,Late Surger,17.0,20.0,A,Gold Ship,"Ace (Winner, Tanks, Recycled Aces)",End Closer,Mejiro Ryan,"Ace (Winner, Tanks, Recycled Aces)",Late Surger,Agnes Tachyon,Debuffer,Late Surger,14.0,20.0,Mejiro Ryan,"Ace (Winner, Tanks, Recycled Aces)",Late Surger,Gold Ship,"Ace (Winner, Tanks, Recycled Aces)",End Closer,Agnes Tachyon,Debuffer,Late Surger,12.0,20.0,A,Mejiro Ryan,"Ace (Winner, Tanks, Recycled Aces)",Late Surger,Gold Ship,Blocker,End Closer,Agnes Tachyon,Debuffer,Late Surger,1ST,$1000++,Ace,Ace,Debuffer,Ace,Ace,Debuffer,Ace,Ace,Debuffer,Ace,Ace,Debuffer,Ace,Other,Debuffer,Late Surger,End Closer,Late Surger,End Closer,Late Surger,Late Surger,End Closer,Late Surger,Late Surger,Late Surger,End Closer,Late Surger,Late Surger,End Closer,Late Surger
2025-11-09 14:36:00.391,Karhumies,Graded (No Limit),MLB,1LB,End Survey,Vodka,"Ace (Winner, Tanks, Recycled Aces)",Pace Chaser,Agnes Tachyon,Debuffer,End Closer,Grass Wonder,Debuffer,End Closer,14.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,Vodka,"Ace (Winner, Tanks, Recycled Aces)",Pace Chaser,Agnes Tachyon,Debuffer,End Closer,Grass Wonder,Debuffer,End Closer,7.0,15.0,A,Vodka,"Ace (Winner, Tanks, Recycled Aces)",Pace Chaser,Agnes Tachyon,Debuffer,End Closer,Grass Wonder,Debuffer,End Closer,1ST,$1-$100,Ace,Debuffer,Debuffer,,,,,,,Ace,Debuffer,Debuffer,Ace,Debuffer,Debuffer,Pace Chaser,End Closer,End Closer,,,,,,,Pace Chaser,End Closer,End Closer,Pace Chaser,End Closer,End Closer
2025-11-06 07:12:43.762,Kaina,Graded (No Limit),MLB,3LB,End Survey,Oguri Cap,"Ace (Winner, Tanks, Recycled Aces)",Pace Chaser,Nice Nature,Hybrid,Late Surger,Gold Ship,"Ace (Winner, Tanks, Recycled Aces)",End Closer,16.0,20.0,Oguri Cap,"Ace (Winner, Tanks, Recycled Aces)",Pace Chaser,Nice Nature,Hybrid,Late Surger,Gold Ship,"Ace (Winner, Tanks, Recycled Aces)",End Closer,17.0,20.0,A,Oguri Cap,"Ace (Winner, Tanks, Recycled Aces)",Pace Chaser,Nice Nature,Hybrid,Late Surger,Gold Ship,"Ace (Winner, Tanks, Recycled Aces)",End Closer,17.0,20.0,,,,,,,,,,,,,,,,,,,,,,NAN,F2P,Ace,Debuffer,Ace,Ace,Debuffer,Ace,Ace,Debuffer,Ace,,,,,,,Pace Chaser,Late Surger,End Closer,Pace Chaser,Late Surger,End Closer,Pace Chaser,Late Surger,End Closer,,,,,,
2025-11-04 08:07:55.409,Klauser,Graded (No Limit),3LB,1LB,End Survey,Gold Ship,"Ace (Winner, Tanks, Recycled Aces)",End Closer,Nice Nature,Debuffer,Late Surger,Tokai Teio,"Ace (Winner, Tanks, Recycled Aces)",Pace Chaser,17.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NAN,$1-$100,Ace,Debuffer,Ace,,,,,,,,,,,,,End Closer,Late Surger,Pace Chaser,,,,,,,,,,,,
2025-11-05 07:00:36.547,Sordid Heap,Graded (No Limit),1LB,,End Survey,Tokai Teio (Anime Collab),"Ace (Winner, Tanks, Recycled Aces)",Pace Chaser,Gold Ship,"Ace (Winner, Tanks, Recycled Aces)",End Closer,Nice Nature,Debuffer,Late Surger,8.0,15.0,Tokai Teio (Anime Collab),"Ace (Winner, Tanks, Recycled Aces)",Pace Chaser,Gold Ship,"Ace (Winner, Tanks, Recycled Aces)",End Closer,Nice Nature,Debuffer,Late Surger,6.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NAN,F2P,Ace,Ace,Debuffer,Ace,Ace,Debuffer,,,,,,,,,,Pace Chaser,End Closer,Late Surger,Pace Chaser,End Closer,Late Surger,,,,,,,,,
2025-11-04 08:10:18.629,Femur,Graded (No Limit),2LB,0LB,End Survey,Oguri Cap,"Ace (Winner, Tanks, Recycled Aces)",Pace Chaser,Mayano Top Gun (Wedding),Hybrid,End Closer,Nice Nature,Debuffer,Late Surger,11.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NAN,F2P,Ace,Debuffer,Debuffer,,,,,,,,,,,,,Pace Chaser,End Closer,Late Surger,,,,,,,,,,,,
2025-11-09 13:07:16.436,Dap,Graded (No Limit),MLB,MLB,End Survey,Maruzensky (Summer),"Ace (Winner, Tanks, Recycled Aces)",Front Runner,Seiun Sky,"Ace (Winner, Tanks, Recycled Aces)",Front Runner,Oguri Cap,"Ace (Winner, Tanks, Recycled Aces)",Pace Chaser,17.0,20.0,Maruzensky (Summer),"Ace (Winner, Tanks, Recycled Aces)",Front Runner,Seiun Sky,"Ace (Winner, Tanks, Recycled Aces)",Front Runner,Oguri Cap,"Ace (Winner, Tanks, Recycled Aces)",Pace Chaser,17.0,20.0,A,Maruzensky (Summer),"Ace (Winner, Tanks, Recycled Aces)",Front Runner,Seiun Sky,"Ace (Winner, Tanks, Recycled Aces)",Front Runner,Oguri Cap,"Ace (Winner, Tanks, Recycled Aces)",Pace Chaser,15.0,20.0,Maruzensky (Summer),"Ace (Winner, Tanks, Recycled Aces)",Front Runner,Seiun Sky,"Ace (Winner, Tanks, Recycled Aces)",Front Runner,Oguri Cap,"Ace (Winner, Tanks, Recycled Aces)",Pace Chaser,4.0,20.0,A,Maruzensky (Summer),"Ace (Winner, Tanks, Recycled Aces)",Front Runner,Seiun Sky,Aoharu Made Ace,Front Runner,Oguri Cap,"Ace (Winner, Tanks, Recycled Aces)",Pace Chaser,3RD,$1-$100,Ace,Ace,Ace,Ace,Ace,Ace,Ace,Ace,Ace,Ace,Ace,Ace,Ace,Ace,Ace,Front Runner,Front Runner,Pace Chaser,Front Runner,Front Runner,Pace Chaser,Front Runner,Front Runner,Pace Chaser,Front Runner,Front Runner,Pace Chaser,Front Runner,Front Runner,Pace Chaser
2025-11-04 08:12:31.131,hamster,Graded (No Limit),1LB,MLB,End Survey,Grass Wonder,Debuffer,Late Surger,Gold Ship,"Ace (Winner, Tanks, Recycled Aces)",End Closer,Oguri Cap,"Ace (Winner, Tanks, Recycled Aces)",Pace Chaser,13.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NAN,F2P,Debuffer,Ace,Ace,,,,,,,,,,,,,Late Surger,End Closer,Pace Chaser,,,,,,,,,,,,
